t_s,reward_t,episode_return,num_intersections,totalQ_list,avg_delay_list,accidents_list,num_accident_clusters,max_cluster_size
269.0,-2501.1621338405166,-363352.4066607358,4,370.9233;519.9026;449.3530;589.6139,1059.7807;1485.4360;1283.8656;1684.6112,1;1;1;1,0,0
270.0,-2512.5171924990345,-365864.9238532348,4,372.2799;522.4801;452.1203;591.7443,1063.6567;1492.8002;1291.7722;1690.6980,1;1;1;1,0,0
271.0,-2523.873069980601,-368388.7969232154,4,373.6365;525.0574;454.8876;593.8753,1067.5329;1500.1640;1299.6789;1696.7866,1;1;1;1,0,0
272.0,-2535.2297546951345,-370924.02667791053,4,374.9932;527.6346;457.6549;596.0070,1071.4092;1507.5274;1307.5856;1702.8772,1;1;1;1,0,0
273.0,-2546.5872352682813,-373470.6139131788,4,376.3500;530.2117;460.4223;598.1394,1075.2858;1514.8905;1315.4923;1708.9698,1;1;1;1,0,0
274.0,-2557.945500536459,-376028.55941371527,4,377.7069;532.7886;463.1897;600.2725,1079.1624;1522.2532;1323.3991;1715.0642,1;1;1;1,0,0
275.0,-2569.3045395420313,-378597.86395325727,4,379.0638;535.3654;465.9571;602.4062,1083.0393;1529.6155;1331.3059;1721.1605,1;1;1;1,0,0
276.0,-2580.664341528619,-381178.5282947859,4,380.4207;537.9421;468.7245;604.5405,1086.9163;1536.9774;1339.2128;1727.2586,1;1;1;1,0,0
277.0,-2592.024895936527,-383770.5531907224,4,381.7777;540.5187;471.4919;606.6755,1090.7935;1544.3390;1347.1197;1733.3586,1;1;1;1,0,0
278.0,-2603.3861923983095,-386373.93938312074,4,383.1348;543.0951;474.2593;608.8111,1094.6709;1551.7002;1355.0267;1739.4604,1;1;1;1,0,0
279.0,-2614.748220734438,-388988.68760385516,4,384.4919;545.6714;477.0268;610.9474,1098.5484;1559.0610;1362.9337;1745.5640,1;1;1;1,0,0
280.0,-2626.1109709490975,-391614.79857480427,4,385.8491;548.2475;479.7943;613.0843,1102.4261;1566.4215;1370.8408;1751.6694,1;1;1;1,0,0
281.0,-2637.4744332260875,-394252.2730080304,4,387.2064;550.8236;482.5618;615.2218,1106.3039;1573.7816;1378.7479;1757.7765,1;1;1;1,0,0
282.0,-2648.8385979248324,-396901.11160595523,4,388.5637;553.3995;485.3292;617.3599,1110.1819;1581.1413;1386.6550;1763.8853,1;1;1;1,0,0
283.0,-2660.2034555764985,-399561.3150615317,4,389.9210;555.9752;488.0968;619.4986,1114.0601;1588.5006;1394.5622;1769.9959,1;1;1;1,0,0
284.0,-2671.5689968802126,-402232.88405841193,4,391.2784;558.5509;490.8643;621.6379,1117.9384;1595.8596;1402.4694;1776.1081,1;1;1;1,0,0
285.0,-2682.9352126993776,-404915.81927111134,4,392.6359;561.1264;493.6318;623.7777,1121.8169;1603.2182;1410.3766;1782.2221,1;1;1;1,0,0
286.0,-2694.302094058084,-407610.1213651694,4,393.9934;563.7018;496.3993;625.9182,1125.6955;1610.5765;1418.2838;1788.3377,1;1;1;1,0,0
287.0,-2705.6696321376194,-410315.79099730705,4,395.3510;566.2770;499.1669;628.0592,1129.5743;1617.9344;1426.1911;1794.4549,1;1;1;1,0,0
288.0,-2717.037818273059,-413032.8288155801,4,396.7086;568.8522;501.9345;630.2008,1133.4532;1625.2919;1434.0985;1800.5738,1;1;1;1,0,0
289.0,-2728.406643949954,-415761.2354595301,4,398.0663;571.4272;504.7020;632.3430,1137.3323;1632.6491;1442.0058;1806.6943,1;1;1;1,0,0
290.0,-2739.776100801094,-418501.01156033116,4,399.4240;574.0021;507.4696;634.4857,1141.2115;1640.0059;1449.9132;1812.8164,1;1;1;1,0,0
291.0,-2751.1461806033626,-421252.1577409345,4,400.7818;576.5768;510.2372;636.6290,1145.0908;1647.3623;1457.8206;1818.9400,1;1;1;1,0,0
292.0,-2762.5168752746654,-424014.6746162092,4,402.1396;579.1514;513.0048;638.7728,1148.9703;1654.7184;1465.7280;1825.0653,1;1;1;1,0,0
293.0,-2773.888176870937,-426788.5627930801,4,403.4975;581.7259;515.7724;640.9172,1152.8499;1662.0741;1473.6354;1831.1920,1;1;1;1,0,0
294.0,-2785.2600775832275,-429573.82287066337,4,404.8554;584.3003;518.5400;643.0621,1156.7297;1669.4294;1481.5429;1837.3203,1;1;1;1,0,0
295.0,-2796.6325697348548,-432370.45544039825,4,406.2134;586.8746;521.3076;645.2075,1160.6096;1676.7844;1489.4504;1843.4501,1;1;1;1,0,0
296.0,-2808.0056457786354,-435178.46108617686,4,407.5714;589.4487;524.0753;647.3535,1164.4897;1684.1391;1497.3579;1849.5814,1;1;1;1,0,0
297.0,-2819.379298294181,-437997.84038447106,4,408.9295;592.0227;526.8429;649.5000,1168.3699;1691.4934;1505.2654;1855.7142,1;1;1;1,0,0
298.0,-2830.7535199852578,-440828.5939044563,4,410.2876;594.5966;529.6105;651.6470,1172.2502;1698.8473;1513.1730;1861.8485,1;1;1;1,0,0
299.0,-2842.128303677223,-443670.72220813355,4,411.6457;597.1703;532.3782;653.7945,1176.1306;1706.2009;1521.0805;1867.9842,1;1;1;1,0,0
300.0,-2853.5036423145093,-446524.22585044807,4,413.0039;599.7439;535.1458;655.9425,1180.0112;1713.5541;1528.9881;1874.1213,1;1;1;1,0,0
301.0,-2864.879528958182,-449389.10537940625,4,414.3622;602.3174;537.9135;658.0910,1183.8919;1720.9070;1536.8957;1880.2599,1;1;1;1,0,0
302.0,-2876.25595678355,-452265.3613361898,4,415.7205;604.8908;540.6811;660.2400,1187.7728;1728.2595;1544.8033;1886.3999,1;1;1;1,0,0
303.0,-2887.632919077842,-455152.9942552676,4,417.0788;607.4641;543.4488;662.3895,1191.6538;1735.6117;1552.7109;1892.5413,1;1;1;1,0,0
304.0,-2899.010409237927,-458052.00466450554,4,418.4372;610.0372;546.2165;664.5394,1195.5348;1742.9635;1560.6185;1898.6841,1;1;1;1,0,0
305.0,-2910.388420768101,-460962.3930852736,4,419.7956;612.6102;548.9842;666.6899,1199.4161;1750.3150;1568.5262;1904.8282,1;1;1;1,0,0
306.0,-2921.7669472779216,-463884.16003255156,4,421.1541;615.1831;551.7518;668.8408,1203.2974;1757.6661;1576.4338;1910.9737,1;1;1;1,0,0
307.0,-2933.145982480096,-466817.30601503165,4,422.5126;617.7559;554.5195;670.9922,1207.1789;1765.0169;1584.3415;1917.1205,1;1;1;1,0,0
308.0,-2944.5255201884193,-469761.8315352201,4,423.8712;620.3286;557.2872;673.1440,1211.0605;1772.3673;1592.2491;1923.2687,1;1;1;1,0,0
309.0,-2955.90555431576,-472717.73708953586,4,425.2298;622.9011;560.0549;675.2964,1214.9422;1779.7174;1600.1568;1929.4182,1;1;1;1,0,0
310.0,-2967.2860788720945,-475685.02316840796,4,426.5884;625.4735;562.8226;677.4492,1218.8240;1787.0672;1608.0645;1935.5690,1;1;1;1,0,0
311.0,-2978.66708796259,-478663.6902563706,4,427.9471;628.0458;565.5903;679.6024,1222.7059;1794.4166;1615.9721;1941.7211,1;1;1;1,0,0
312.0,-2990.048575785729,-481653.7388321563,4,429.3058;630.6180;568.3579;681.7561,1226.5880;1801.7656;1623.8798;1947.8745,1;1;1;1,0,0
313.0,-3001.4305366314793,-484655.1693687878,4,430.6646;633.1900;571.1256;683.9102,1230.4702;1809.1144;1631.7875;1954.0291,1;1;1;1,0,0
314.0,-3012.812964879505,-487667.9823336673,4,432.0234;635.7620;573.8933;686.0648,1234.3525;1816.4628;1639.6952;1960.1850,1;1;1;1,0,0
315.0,-3024.195854997426,-490692.1781886647,4,433.3822;638.3338;576.6610;688.2198,1238.2349;1823.8108;1647.6029;1966.3422,1;1;1;1,0,0
316.0,-3035.579201539106,-493727.7573902038,4,434.7411;640.9055;579.4287;690.3752,1242.1174;1831.1585;1655.5106;1972.5005,1;1;1;1,0,0
317.0,-3046.9629991429897,-496774.7203893468,4,436.1000;643.4771;582.1964;692.5311,1246.0000;1838.5059;1663.4183;1978.6602,1;1;1;1,0,0
318.0,-3058.3472425304735,-499833.0676318773,4,437.4590;646.0485;584.9641;694.6873,1249.8828;1845.8530;1671.3260;1984.8210,1;1;1;1,0,0
319.0,-3069.731926504318,-502902.7995583816,4,438.8180;648.6199;587.7318;696.8440,1253.7656;1853.1997;1679.2337;1990.9830,1;1;1;1,0,0
320.0,-3081.117045947089,-505983.9166043287,4,440.1770;651.1911;590.4995;699.0012,1257.6486;1860.5461;1687.1414;1997.1462,1;1;1;1,0,0
321.0,-3092.5025958196425,-509076.4192001484,4,441.5361;653.7623;593.2672;701.1587,1261.5316;1867.8922;1695.0492;2003.3106,1;1;1;1,0,0
322.0,-3103.8885711596354,-512180.307771308,4,442.8952;656.3333;596.0349;703.3167,1265.4148;1875.2379;1702.9569;2009.4762,1;1;1;1,0,0
323.0,-3115.274967080082,-515295.5827383881,4,444.2543;658.9042;598.8026;705.4750,1269.2981;1882.5833;1710.8646;2015.6429,1;1;1;1,0,0
324.0,-3126.661778767929,-518422.24451715604,4,445.6135;661.4749;601.5703;707.6338,1273.1815;1889.9284;1718.7723;2021.8107,1;1;1;1,0,0
325.0,-3138.0490014826682,-521560.2935186387,4,446.9727;664.0456;604.3380;709.7929,1277.0649;1897.2731;1726.6799;2027.9798,1;1;1;1,0,0
326.0,-2755.6817439532715,-524315.975262592,4,448.3519;666.5773;305.0051;711.7070,1281.0055;1904.5067;871.4432;2033.4486,1;1;0;1,0,0
327.0,-2766.820497598304,-527082.7957601902,4,449.7311;669.1095;307.8410;713.6233,1284.9459;1911.7415;879.5456;2038.9237,1;1;0;1,0,0
328.0,-2782.9622339005637,-529865.7579940908,4,451.1102;671.6422;310.6765;715.5418,1288.8862;1918.9776;887.6473;2044.4050,1;1;1;1,0,0
329.0,-2794.106913385168,-532659.864907476,4,452.4892;674.1752;313.5119;717.4624,1292.8264;1926.2149;895.7482;2049.8925,1;1;1;1,0,0
330.0,-2805.2544972235737,-535465.1194046995,4,453.8683;676.7087;316.3469;719.3852,1296.7665;1933.4535;903.8483;2055.3861,1;1;1;1,0,0
331.0,-2816.404947221458,-538281.524351921,4,455.2473;679.2426;319.1817;721.3100,1300.7065;1940.6932;911.9478;2060.8858,1;1;1;1,0,0
332.0,-2827.558225806836,-541109.0825777279,4,456.6262;681.7769;322.0162;723.2370,1304.6464;1947.9341;920.0464;2066.3914,1;1;1;1,0,0
333.0,-2838.7142960184233,-543947.7968737463,4,458.0052;684.3116;324.8505;725.1660,1308.5862;1955.1761;928.1444;2071.9029,1;1;1;1,0,0
334.0,-2383.7782231403453,-546331.5750968867,4,459.4067;686.9568;327.5379;364.5928,1312.5905;1962.7336;935.8226;1041.6937,1;1;1;1,0,0
335.0,-2395.1761910702126,-548726.751287957,4,460.8081;689.6018;330.3452;366.6042,1316.5946;1970.2908;943.8434;1047.4404,1;1;1;1,0,0
336.0,-2406.5758937785886,-551133.3271817355,4,462.2094;692.2467;333.1523;368.6172,1320.5984;1977.8478;951.8638;1053.1919,1;1;1;1,0,0
337.0,-2417.9773003498776,-553551.3044820854,4,463.6107;694.8916;335.9594;370.6318,1324.6019;1985.4046;959.8839;1058.9481,1;1;1;1,0,0
338.0,-2429.380380506491,-555980.6848625919,4,465.0118;697.5364;338.7662;372.6481,1328.6051;1992.9612;967.9035;1064.7089,1;1;1;1,0,0
339.0,-2440.7851045934535,-558421.4699671854,4,466.4128;700.1811;341.5730;374.6660,1332.6080;2000.5175;975.9228;1070.4742,1;1;1;1,0,0
340.0,-2452.1914435634326,-560873.6614107488,4,467.8137;702.8257;344.3796;376.6854,1336.6106;2008.0735;983.9417;1076.2441,1;1;1;1,0,0
341.0,-2463.5993689621682,-563337.260779711,4,469.2145;705.4703;347.1861;378.7064,1340.6129;2015.6293;991.9602;1082.0184,1;1;1;1,0,0
342.0,-2475.0088529143104,-565812.2696326253,4,470.6152;708.1147;349.9924;380.7290,1344.6149;2023.1848;999.9783;1087.7971,1;1;1;1,0,0
343.0,-2486.419868109634,-568298.6895007349,4,472.0158;710.7590;352.7986;382.7531,1348.6167;2030.7401;1007.9961;1093.5802,1;1;1;1,0,0
344.0,-2497.8323877896314,-570796.5218885245,4,473.4163;713.4033;355.6047;384.7786,1352.6181;2038.2951;1016.0135;1099.3675,1;1;1;1,0,0
345.0,-2509.246385734463,-573305.7682742589,4,474.8168;716.0474;358.4107;386.8057,1356.6193;2045.8497;1024.0305;1105.1591,1;1;1;1,0,0
346.0,-2520.6618362502636,-575826.4301105092,4,476.2171;718.6914;361.2165;388.8342,1360.6202;2053.4041;1032.0472;1110.9549,1;1;1;1,0,0
347.0,-2532.07871415679,-578358.5088246659,4,477.6173;721.3353;364.0222;390.8642,1364.6208;2060.9581;1040.0635;1116.7548,1;1;1;1,0,0
348.0,-2543.4969947753925,-580902.0058194413,4,479.0174;723.9791;366.8278;392.8956,1368.6211;2068.5118;1048.0794;1122.5587,1;1;1;1,0,0
349.0,-2554.916653917316,-583456.9224733586,4,480.4174;726.6228;369.6332;394.9284,1372.6212;2076.0652;1056.0950;1128.3667,1;1;1;1,0,0
350.0,-2566.3376678723102,-586023.2601412309,4,481.8173;729.2664;372.4386;396.9626,1376.6210;2083.6182;1064.1102;1134.1787,1;1;1;1,0,0
351.0,-2577.7600133975366,-588601.0201546284,4,483.2172;731.9098;375.2438;398.9981,1380.6205;2091.1709;1072.1251;1139.9946,1;1;1;1,0,0
352.0,-2589.183667706777,-591190.2038223352,4,484.6169;734.5531;378.0489;401.0350,1384.6197;2098.7233;1080.1397;1145.8144,1;1;1;1,0,0
353.0,-2600.6086084599247,-593790.8124307952,4,486.0165;737.1963;380.8538;403.0733,1388.6187;2106.2753;1088.1538;1151.6380,1;1;1;1,0,0
354.0,-2612.0348137527476,-596402.8472445479,4,487.4161;739.8394;383.6587;405.1129,1392.6173;2113.8269;1096.1677;1157.4654,1;1;1;1,0,0
355.0,-2623.462262106926,-599026.3095066549,4,488.8155;742.4823;386.4634;407.1538,1396.6158;2121.3781;1104.1812;1163.2966,1;1;1;1,0,0
356.0,-2634.890932460345,-601661.2004391152,4,490.2149;745.1251;389.2680;409.1960,1400.6139;2128.9290;1112.1943;1169.1315,1;1;1;1,0,0
357.0,-2646.32080415765,-604307.5212432728,4,491.6141;747.7678;392.0725;411.2395,1404.6118;2136.4795;1120.2072;1174.9700,1;1;1;1,0,0
358.0,-2657.751856941032,-606965.2731002138,4,493.0133;750.4103;394.8769;413.2842,1408.6095;2144.0296;1128.2197;1180.8121,1;1;1;1,0,0
359.0,-2669.1840709412677,-609634.4571711551,4,494.4124;753.0527;397.6811;415.3302,1412.6068;2151.5792;1136.2318;1186.6578,1;1;1;1,0,0
360.0,-2680.6174266689814,-612315.0745978241,4,495.8114;755.6950;400.4853;417.3775,1416.6039;2159.1285;1144.2436;1192.5071,1;1;1;1,0,0
361.0,-2692.051905006136,-615007.1265028303,4,497.2103;758.3371;403.2893;419.4259,1420.6008;2166.6774;1152.2551;1198.3598,1;1;1;1,0,0
362.0,-2703.4874871977404,-617710.613990028,4,498.6091;760.9791;406.0932;421.4756,1424.5974;2174.2259;1160.2663;1204.2160,1;1;1;1,0,0
363.0,-2714.9241548437712,-620425.5381448718,4,500.0078;763.6209;408.8970;423.5264,1428.5937;2181.7739;1168.2771;1210.0756,1;1;1;1,0,0
364.0,-2726.3618898912973,-623151.9000347632,4,501.4064;766.2625;411.7007;425.5785,1432.5898;2189.3216;1176.2876;1215.9385,1;1;1;1,0,0
365.0,-2737.8006746268106,-625889.70070939,4,502.8050;768.9041;414.5042;427.6317,1436.5856;2196.8688;1184.2978;1221.8048,1;1;1;1,0,0
366.0,-2749.2404916687456,-628638.9412010587,4,504.2034;771.5454;417.3077;429.6860,1440.5812;2204.4155;1192.3077;1227.6744,1;1;1;1,0,0
367.0,-2760.6813239601915,-631399.6225250189,4,505.6018;774.1867;420.1110;431.7415,1444.5766;2211.9619;1200.3173;1233.5472,1;1;1;1,0,0
368.0,-2772.1231547617863,-634171.7456797806,4,507.0001;776.8277;422.9143;433.7982,1448.5716;2219.5078;1208.3265;1239.4233,1;1;1;1,0,0
369.0,-2783.5659676447895,-636955.3116474254,4,508.3983;779.4686;425.7174;435.8559,1452.5665;2227.0532;1216.3355;1245.3026,1;1;1;1,0,0
370.0,-2795.009746484333,-639750.3213939097,4,509.7964;782.1094;428.5204;437.9147,1456.5611;2234.5982;1224.3441;1251.1850,1;1;1;1,0,0
371.0,-2806.4544754528315,-642556.7758693625,4,511.1944;784.7500;431.3233;439.9747,1460.5554;2242.1427;1232.3524;1257.0705,1;1;1;1,0,0
372.0,-2817.9001390135645,-645374.6760083761,4,512.5923;787.3904;434.1261;442.0357,1464.5495;2249.6868;1240.3604;1262.9591,1;1;1;1,0,0
373.0,-2829.3467219144172,-648204.0227302904,4,513.9902;790.0307;436.9288;444.0978,1468.5434;2257.2305;1248.3681;1268.8508,1;1;1;1,0,0
374.0,-2840.7942091817717,-651044.8169394722,4,515.3880;792.6708;439.7314;446.1609,1472.5370;2264.7737;1256.3755;1274.7455,1;1;1;1,0,0
375.0,-2852.242586114551,-653897.0595255868,4,516.7856;795.3107;442.5339;448.2251,1476.5304;2272.3164;1264.3825;1280.6431,1;1;1;1,0,0
376.0,-2863.691838278415,-656760.7513638652,4,518.1832;797.9505;445.3363;450.2903,1480.5235;2279.8586;1272.3893;1286.5437,1;1;1;1,0,0
377.0,-2875.1419515000885,-659635.8933153653,4,519.5808;800.5901;448.1385;452.3565,1484.5165;2287.4004;1280.3958;1292.4473,1;1;1;1,0,0
378.0,-2886.592911861835,-662522.4862272271,4,520.9782;803.2296;450.9407;454.4238,1488.5091;2294.9417;1288.4020;1298.3537,1;1;1;1,0,0
379.0,-2898.0447056960643,-665420.5309329232,4,522.3756;805.8689;453.7428;456.4920,1492.5016;2302.4825;1296.4079;1304.2629,1;1;1;1,0,0
380.0,-2573.164916892389,-667993.6958498156,4,262.5980;807.9818;456.5991;458.6161,750.2801;2308.5194;1304.5687;1310.3316,1;1;1;1,0,0
381.0,-2584.485214999384,-670578.181064815,4,264.0081;810.3955;459.4550;460.7410,754.3089;2315.4158;1312.7286;1316.4027,1;1;1;1,0,0
382.0,-2595.806871499116,-673173.9879363142,4,265.4181;812.8099;462.3107;462.8666,758.3374;2322.3141;1320.8877;1322.4761,1;1;1;1,0,0
383.0,-2607.1298672005864,-675781.1178035148,4,266.8279;815.2251;465.1660;464.9931,762.3655;2329.2144;1329.0458;1328.5517,1;1;1;1,0,0
384.0,-2618.4541832563878,-678399.5719867712,4,268.2376;817.6408;468.0211;467.1204,766.3932;2336.1167;1337.2032;1334.6296,1;1;1;1,0,0
385.0,-2629.7798011552136,-681029.3517879264,4,269.6472;820.0573;470.8759;469.2484,770.4205;2343.0209;1345.3597;1340.7096,1;1;1;1,0,0
386.0,-2641.106702714558,-683670.458490641,4,271.0566;822.4744;473.7304;471.3771,774.4474;2349.9270;1353.5154;1346.7918,1;1;1;1,0,0
387.0,-2652.434870073607,-686322.8933607145,4,272.4659;824.8922;476.5846;473.5066,778.4740;2356.8350;1361.6702;1352.8761,1;1;1;1,0,0
388.0,-2663.764285686302,-688986.6576464009,4,273.8751;827.3107;479.4385;475.6369,782.5002;2363.7448;1369.8242;1358.9625,1;1;1;1,0,0
389.0,-2675.0949323145915,-691661.7525787154,4,275.2841;829.7298;482.2921;477.7679,786.5260;2370.6565;1377.9774;1365.0510,1;1;1;1,0,0
390.0,-2686.426793021842,-694348.1793717373,4,276.6930;832.1495;485.1454;479.8996,790.5515;2377.5701;1386.1297;1371.1416,1;1;1;1,0,0
391.0,-2697.7598511664214,-697045.9392229037,4,278.1018;834.5699;487.9984;482.0320,794.5766;2384.4854;1394.2812;1377.2342,1;1;1;1,0,0
392.0,-2709.0940903954415,-699755.0333132992,4,279.5105;836.9909;490.8512;484.1651,798.6013;2391.4025;1402.4320;1383.3289,1;1;1;1,0,0
393.0,-2720.4294946386576,-702475.4628079379,4,280.9190;839.4125;493.7037;486.2989,802.6257;2398.3214;1410.5819;1389.4255,1;1;1;1,0,0
394.0,-2731.766048102516,-705207.2288560404,4,282.3274;841.8347;496.5558;488.4334,806.6497;2405.2420;1418.7310;1395.5241,1;1;1;1,0,0
395.0,-2743.103735264357,-707950.3325913048,4,283.7357;844.2575;499.4077;490.5686,810.6733;2412.1644;1426.8793;1401.6247,1;1;1;1,0,0
396.0,-2754.4425408667526,-710704.7751321716,4,285.1438;846.6810;502.2594;492.7045,814.6966;2419.0885;1435.0268;1407.7271,1;1;1;1,0,0
397.0,-2765.7824499119897,-713470.5575820836,4,286.5518;849.1050;505.1107;494.8410,818.7195;2426.0143;1443.1735;1413.8315,1;1;1;1,0,0
398.0,-2777.1234476566838,-716247.6810297403,4,287.9597;851.5296;507.9618;496.9782,822.7421;2432.9417;1451.3194;1419.9378,1;1;1;1,0,0
399.0,-2788.465519606531,-719036.1465493467,4,289.3675;853.9548;510.8126;499.1161,826.7643;2439.8708;1459.4645;1426.0459,1;1;1;1,0,0
400.0,-2799.8086515111795,-721835.955200858,4,290.7752;856.3806;513.6631;501.2546,830.7862;2446.8016;1467.6089;1432.1559,1;1;1;1,0,0
401.0,-2483.996848043954,-724319.9520489019,4,292.1934;858.8789;516.4408;252.8177,834.8383;2453.9398;1475.5452;722.3364,1;1;1;0,0,0
402.0,-2495.4210655617157,-726815.3731144636,4,293.6115;861.3775;519.2189;255.0085,838.8900;2461.0786;1483.4825;728.5958,1;1;1;0,0,0
403.0,-2511.8462127771822,-729327.2193272408,4,295.0295;863.8763;521.9972;257.1996,842.9414;2468.2180;1491.4207;734.8560,1;1;1;1,0,0
404.0,-2523.272275333888,-731850.4916025747,4,296.4473;866.3753;524.7759;259.3910,846.9924;2475.3581;1499.3598;741.1171,1;1;1;1,0,0
405.0,-2534.699239126643,-734385.1908417013,4,297.8650;868.8746;527.5549;261.5827,851.0430;2482.4987;1507.2998;747.3790,1;1;1;1,0,0
406.0,-2546.127090296383,-736931.3179319977,4,299.2826;871.3740;530.3342;263.7746,855.0932;2489.6400;1515.2406;753.6418,1;1;1;1,0,0
407.0,-2557.5558152251388,-739488.8737472228,4,300.7001;873.8737;533.1138;265.9669,859.1431;2496.7820;1523.1824;759.9055,1;1;1;1,0,0
408.0,-2568.985400531121,-742057.8591477539,4,302.1174;876.3736;535.8937;268.1595,863.1927;2503.9245;1531.1250;766.1699,1;1;1;1,0,0
409.0,-2580.415833063922,-744638.2749808178,4,303.5346;878.8737;538.6739;270.3523,867.2418;2511.0676;1539.0684;772.4352,1;1;1;1,0,0
410.0,-2591.8470998998346,-747230.1220807176,4,304.9517;881.3739;541.4544;272.5454,871.2906;2518.2113;1547.0126;778.7013,1;1;1;1,0,0
411.0,-2603.2791883372665,-749833.4012690549,4,306.3687;883.8744;544.2352;274.7389,875.3391;2525.3555;1554.9577;784.9682,1;1;1;1,0,0
412.0,-2614.7120858922817,-752448.1133549472,4,307.7855;886.3751;547.0162;276.9325,879.3871;2532.5004;1562.9035;791.2358,1;1;1;1,0,0
413.0,-2626.1457802942236,-755074.2591352414,4,309.2022;888.8760;549.7975;279.1265,883.4349;2539.6458;1570.8501;797.5043,1;1;1;1,0,0
414.0,-2637.580259481456,-757711.8393947228,4,310.6188;891.3771;552.5791;281.3207,887.4822;2546.7918;1578.7974;803.7736,1;1;1;1,0,0
415.0,-2649.0155115971907,-760360.85490632,4,312.0352;893.8784;555.3609;283.5153,891.5292;2553.9383;1586.7455;810.0436,1;1;1;1,0,0
416.0,-2660.4515249854207,-763021.3064313054,4,313.4516;896.3799;558.1430;285.7100,895.5759;2561.0854;1594.6944;816.3144,1;1;1;1,0,0
417.0,-2671.8882881869367,-765693.1947194923,4,314.8678;898.8816;560.9254;287.9051,899.6222;2568.2331;1602.6439;822.5859,1;1;1;1,0,0
418.0,-2683.325789935443,-768376.5205094278,4,316.2839;901.3834;563.7079;290.1004,903.6681;2575.3812;1610.5941;828.8582,1;1;1;1,0,0
419.0,-2694.7640191537575,-771071.2845285815,4,317.6998;903.8855;566.4908;292.2960,907.7138;2582.5299;1618.5451;835.1313,1;1;1;1,0,0
420.0,-2706.2029649500964,-773777.4874935317,4,319.1157;906.3877;569.2738;294.4918,911.7590;2589.6792;1626.4967;841.4051,1;1;1;1,0,0
421.0,-2717.6426166144456,-776495.1301101461,4,320.5314;908.8901;572.0571;296.6879,915.8039;2596.8289;1634.4489;847.6796,1;1;1;1,0,0
422.0,-2729.082963615019,-779224.2130737612,4,321.9470;911.3927;574.8407;298.8842,919.8485;2603.9792;1642.4019;853.9548,1;1;1;1,0,0
423.0,-2740.5239955947827,-781964.737069356,4,323.3624;913.8955;577.6244;301.0808,923.8927;2611.1300;1650.3554;860.2308,1;1;1;1,0,0
424.0,-2751.9657023680697,-784716.7027717241,4,324.7778;916.3984;580.4084;303.2776,927.9366;2618.2813;1658.3096;866.5075,1;1;1;1,0,0
425.0,-2763.4080739172673,-787480.1108456413,4,326.1930;918.9016;583.1926;305.4747,931.9801;2625.4330;1666.2644;872.7848,1;1;1;1,0,0
426.0,-2774.851100389574,-790254.961946031,4,327.6081;921.4049;585.9769;307.6720,936.0233;2632.5853;1674.2198;879.0629,1;1;1;1,0,0
427.0,-2786.2947720938346,-793041.2567181248,4,329.0231;923.9083;588.7615;309.8696,940.0661;2639.7381;1682.1759;885.3416,1;1;1;1,0,0
428.0,-2797.7390794974376,-795838.9957976223,4,330.4380;926.4120;591.5464;312.0674,944.1086;2646.8914;1690.1324;891.6211,1;1;1;1,0,0
429.0,-2809.184013223292,-798648.1798108455,4,331.8528;928.9158;594.3314;314.2654,948.1508;2654.0451;1698.0896;897.9012,1;1;1;1,0,0
