t_s,reward_t,episode_return,num_intersections,totalQ_list,avg_delay_list,accidents_list,num_accident_clusters,max_cluster_size
460.0,-1989.8307041347093,-685305.9854199453,4,349.6620;303.0275;235.1291;644.2720,999.0342;865.7928;671.7973;1840.7773,1;1;1;1,0,0
461.0,-1997.5186047399004,-687303.5040246852,4,350.7251;304.7672;236.9600;645.6178,1002.0718;870.7633;677.0285;1844.6222,1;1;1;1,0,0
462.0,-2005.2103057143095,-689308.7143303995,4,351.7886;306.5071;238.7916;646.9652,1005.1103;875.7346;682.2616;1848.4719,1;1;1;1,0,0
463.0,-2012.9057649967715,-691321.6200953963,4,352.8524;308.2474;240.6238;648.3142,1008.1498;880.7068;687.4966;1852.3263,1;1;1;1,0,0
464.0,-2020.6049411227,-693342.225036519,4,353.9165;309.9879;242.4567;649.6649,1011.1901;885.6798;692.7334;1856.1854,1;1;1;1,0,0
465.0,-2028.3077932142237,-695370.5328297332,4,354.9810;311.7288;244.2902;651.0172,1014.2314;890.6536;697.9721;1860.0491,1;1;1;1,0,0
466.0,-2036.0142809704948,-697406.5471107037,4,356.0458;313.4699;246.1244;652.3711,1017.2736;895.6282;703.2125;1863.9174,1;1;1;1,0,0
467.0,-2043.7243646581755,-699450.2714753618,4,357.1109;315.2113;247.9592;653.7266,1020.3167;900.6036;708.4548;1867.7901,1;1;1;1,0,0
468.0,-2051.43800510209,-701501.7094804639,4,358.1762;316.9529;249.7946;655.0836,1023.3607;905.5797;713.6988;1871.6674,1;1;1;1,0,0
469.0,-2059.155163676047,-703560.8646441399,4,359.2419;318.6948;251.6306;656.4422,1026.4056;910.5566;718.9446;1875.5491,1;1;1;1,0,0
470.0,-2066.875802293822,-705627.7404464337,4,360.3080;320.4370;253.4673;657.8023,1029.4513;915.5342;724.1921;1879.4352,1;1;1;1,0,0
471.0,-2074.599883400307,-707702.3403298339,4,361.3743;322.1794;255.3045;659.1640,1032.4979;920.5126;729.4414;1883.3257,1;1;1;1,0,0
472.0,-2082.327369962812,-709784.6676997967,4,362.4409;323.9221;257.1423;660.5271,1035.5453;925.4917;734.6923;1887.2204,1;1;1;1,0,0
473.0,-2090.058225462527,-711874.7259252593,4,363.5078;325.6650;258.9807;661.8918,1038.5936;930.4715;739.9449;1891.1194,1;1;1;1,0,0
474.0,-2097.7924138861313,-713972.5183391455,4,364.5749;327.4082;260.8197;663.2579,1041.6427;935.4520;745.1991;1895.0227,1;1;1;1,0,0
475.0,-2105.529899717563,-716078.048238863,4,365.6424;329.1516;262.6592;664.6255,1044.6927;940.4331;750.4550;1898.9301,1;1;1;1,0,0
476.0,-2113.270647929921,-718191.3188867929,4,366.7102;330.8952;264.4994;665.9946,1047.7434;945.4150;755.7125;1902.8417,1;1;1;1,0,0
477.0,-2121.014623977525,-720312.3335107703,4,367.7782;332.6391;266.3400;667.3651,1050.7950;950.3975;760.9715;1906.7574,1;1;1;1,0,0
478.0,-2128.7617937881105,-722441.0953045584,4,368.8466;334.3832;268.1813;668.7370,1053.8474;955.3807;766.2322;1910.6771,1;1;1;1,0,0
479.0,-1702.0118577959797,-724143.1071623544,4,369.9547;336.2628;270.0597;335.8430,1057.0135;960.7510;771.5993;959.5515,1;1;1;0,0,0
480.0,-1710.1655728877035,-725853.2727352421,4,371.0630;338.1421;271.9385;337.3185,1060.1800;966.1204;776.9671;963.7672,1;1;1;0,0,0
481.0,-1723.3205698472993,-727576.5933050894,4,372.1714;340.0211;273.8175;338.7950,1063.3468;971.4888;782.3356;967.9856,1;1;1;1,0,0
482.0,-1731.4768278537886,-729308.0701329432,4,373.2799;341.8997;275.6967;340.2723,1066.5140;976.8563;787.7048;972.2067,1;1;1;1,0,0
483.0,-1739.6343264972238,-731047.7044594404,4,374.3885;343.7780;277.5762;341.7506,1069.6816;982.2229;793.0747;976.4304,1;1;1;1,0,0
484.0,-1747.7930457689747,-732795.4975052094,4,375.4973;345.6560;279.4559;343.2299,1072.8495;987.5886;798.4453;980.6567,1;1;1;1,0,0
485.0,-1755.9529660522867,-734551.4504712617,4,376.6062;347.5337;281.3358;344.7100,1076.0177;992.9533;803.8166;984.8857,1;1;1;1,0,0
486.0,-1764.11406811309,-736315.5645393748,4,377.7152;349.4110;283.2160;346.1910,1079.1863;998.3171;809.1885;989.1171,1;1;1;1,0,0
487.0,-1772.2763330910666,-738087.8408724659,4,378.8243;351.2880;285.0964;347.6729,1082.3552;1003.6799;814.5611;993.3511,1;1;1;1,0,0
488.0,-1780.4397424909537,-739868.2806149569,4,379.9336;353.1646;286.9770;349.1557,1085.5245;1009.0418;819.9343;997.5877,1;1;1;1,0,0
489.0,-1788.6042781740891,-741656.884893131,4,381.0429;355.0410;288.8579;350.6393,1088.6941;1014.4028;825.3082;1001.8266,1;1;1;1,0,0
490.0,-1796.7699223501786,-743453.6548154812,4,382.1524;356.9170;290.7389;352.1238,1091.8640;1019.7629;830.6827;1006.0680,1;1;1;1,0,0
491.0,-1804.9366575692852,-745258.5914730504,4,383.2620;358.7927;292.6202;353.6092,1095.0342;1025.1220;836.0578;1010.3119,1;1;1;1,0,0
492.0,-1813.1044667140377,-747071.6959397645,4,384.3717;360.6681;294.5017;355.0953,1098.2048;1030.4802;841.4335;1014.5581,1;1;1;1,0,0
493.0,-1821.2733329920416,-748892.9692727565,4,385.4815;362.5431;296.3835;356.5823,1101.3757;1035.8374;846.8099;1018.8067,1;1;1;1,0,0
494.0,-1829.4432399284917,-750722.4125126849,4,386.5914;364.4178;298.2654;358.0701,1104.5468;1041.1937;852.1868;1023.0576,1;1;1;1,0,0
495.0,-1837.614171358986,-752560.0266840439,4,387.7014;366.2922;300.1475;359.5588,1107.7183;1046.5491;857.5644;1027.3108,1;1;1;1,0,0
496.0,-1845.7861114225213,-754405.8127954664,4,388.8115;368.1663;302.0299;361.0482,1110.8901;1051.9036;862.9425;1031.5663,1;1;1;1,0,0
497.0,-1853.9590445546778,-756259.771840021,4,389.9217;370.0400;303.9124;362.5384,1114.0621;1057.2571;868.3212;1035.8240,1;1;1;1,0,0
498.0,-1862.1329554809802,-758121.904795502,4,391.0321;371.9134;305.7952;364.0294,1117.2345;1062.6098;873.7005;1040.0840,1;1;1;1,0,0
499.0,-1870.3078292104324,-759992.2126247124,4,392.1425;373.7865;307.6781;365.5212,1120.4072;1067.9614;879.0804;1044.3462,1;1;1;1,0,0
500.0,-1878.4836510292207,-761870.6962757416,4,393.2530;375.6593;309.5613;367.0137,1123.5801;1073.3122;884.4608;1048.6106,1;1;1;1,0,0
501.0,-1886.6604064945777,-763757.3566822362,4,394.3637;377.5317;311.4446;368.5070,1126.7533;1078.6620;889.8417;1052.8771,1;1;1;1,0,0
502.0,-1894.8380814288064,-765652.194763665,4,395.4744;379.4038;313.3281;370.0010,1129.9268;1084.0110;895.2232;1057.1458,1;1;1;1,0,0
503.0,-1903.0166619134598,-767555.2114255785,4,396.5852;381.2756;315.2119;371.4958,1133.1006;1089.3589;900.6053;1061.4166,1;1;1;1,0,0
504.0,-1911.196134283663,-769466.4075598621,4,397.6961;383.1471;317.0958;372.9913,1136.2746;1094.7060;905.9879;1065.6895,1;1;1;1,0,0
505.0,-1919.3764851225874,-771385.7840449847,4,398.8071;385.0183;318.9798;374.4876,1139.4490;1100.0522;911.3710;1069.9645,1;1;1;1,0,0
506.0,-1927.5577012560616,-773313.3417462407,4,399.9182;386.8891;320.8641;375.9845,1142.6236;1105.3974;916.7546;1074.2415,1;1;1;1,0,0
507.0,-1935.739769747318,-775249.0815159881,4,401.0294;388.7596;322.7486;377.4822,1145.7984;1110.7418;922.1388;1078.5205,1;1;1;1,0,0
508.0,-1686.0527142396058,-776935.1342302277,4,201.6484;390.4151;324.7123;379.0430,576.1384;1115.4717;927.7493;1082.9799,1;1;1;1,0,0
509.0,-1694.171079210533,-778629.3053094383,4,202.7821;392.0711;326.6756;380.6043,579.3774;1120.2032;933.3589;1087.4407,1;1;1;1,0,0
510.0,-1702.290213862199,-780331.5955233005,4,203.9156;393.7277;328.6386;382.1660,582.6161;1124.9362;938.9675;1091.9029,1;1;1;1,0,0
511.0,-1710.4101074321422,-782042.0056307326,4,205.0491;395.3847;330.6013;383.7283,585.8546;1129.6707;944.5751;1096.3666,1;1;1;1,0,0
512.0,-1718.5307493675302,-783760.5363801002,4,206.1825;397.0423;332.5637;385.2910,589.0928;1134.4066;950.1819;1100.8316,1;1;1;1,0,0
513.0,-1726.6521293200021,-785487.1885094201,4,207.3157;398.7004;334.5257;386.8543,592.3307;1139.1440;955.7877;1105.2979,1;1;1;1,0,0
514.0,-1734.7742371406655,-787221.9627465608,4,208.4489;400.3590;336.4874;388.4180,595.5684;1143.8828;961.3925;1109.7656,1;1;1;1,0,0
515.0,-1742.8970628752372,-788964.859809436,4,209.5821;402.0181;338.4488;389.9821,598.8059;1148.6231;966.9965;1114.2347,1;1;1;1,0,0
516.0,-1751.0205967593288,-790715.8804061953,4,210.7151;403.6777;340.4098;391.5468,602.0431;1153.3647;972.5995;1118.7051,1;1;1;1,0,0
517.0,-1759.144829213866,-792475.0252354091,4,211.8480;405.3377;342.3706;393.1119,605.2801;1158.1078;978.2017;1123.1767,1;1;1;1,0,0
518.0,-1767.2697508406418,-794242.2949862498,4,212.9809;406.9983;344.3310;394.6774,608.5168;1162.8522;983.8030;1127.6497,1;1;1;1,0,0
519.0,-1775.3953524179988,-796017.6903386677,4,214.1137;408.6593;346.2912;396.2434,611.7534;1167.5980;989.4034;1132.1239,1;1;1;1,0,0
520.0,-1783.5216248966328,-797801.2119635644,4,215.2464;410.3208;348.2510;397.8098,614.9896;1172.3451;995.0029;1136.5994,1;1;1;1,0,0
521.0,-1791.6485593955176,-799592.86052296,4,216.3790;411.9827;350.2105;399.3766,618.2257;1177.0935;1000.6015;1141.0761,1;1;1;1,0,0
522.0,-1799.7761471979443,-801392.6366701579,4,217.5115;413.6451;352.1698;400.9439,621.4615;1181.8432;1006.1994;1145.5540,1;1;1;1,0,0
523.0,-1807.9043797476731,-803200.5410499056,4,218.6440;415.3080;354.1287;402.5116,624.6971;1186.5943;1011.7963;1150.0332,1;1;1;1,0,0
524.0,-1816.0332486451932,-805016.5742985507,4,219.7764;416.9713;356.0874;404.0797,627.9325;1191.3466;1017.3924;1154.5135,1;1;1;1,0,0
525.0,-1824.1627456440874,-806840.7370441948,4,220.9087;418.6351;358.0457;405.6483,631.1676;1196.1002;1022.9877;1158.9950,1;1;1;1,0,0
526.0,-1832.2928626474968,-808673.0299068423,4,222.0409;420.2993;360.0038;407.2172,634.4025;1200.8550;1028.5822;1163.4777,1;1;1;1,0,0
527.0,-1840.4235917046858,-810513.453498547,4,223.1730;421.9639;361.9616;408.7865,637.6373;1205.6111;1034.1759;1167.9615,1;1;1;1,0,0
528.0,-1848.5549250076979,-812362.0084235547,4,224.3051;423.6289;363.9191;410.3563,640.8717;1210.3684;1039.7687;1172.4465,1;1;1;1,0,0
529.0,-1856.6868548881087,-814218.6952784428,4,225.4371;425.2944;365.8763;411.9264,644.1060;1215.1269;1045.3608;1176.9326,1;1;1;1,0,0
530.0,-1864.819373813863,-816083.5146522566,4,226.5690;426.9603;367.8332;413.4969,647.3401;1219.8867;1050.9520;1181.4198,1;1;1;1,0,0
531.0,-1872.9524743861994,-817956.4671266428,4,227.7009;428.6267;369.7899;415.0678,650.5740;1224.6476;1056.5425;1185.9081,1;1;1;1,0,0
532.0,-1881.0861493366604,-819837.5532759795,4,228.8327;430.2934;371.7463;416.6391,653.8076;1229.4097;1062.1322;1190.3975,1;1;1;1,0,0
533.0,-1889.2203915241785,-821726.7736675036,4,229.9644;431.9605;373.7024;418.2108,657.0411;1234.1729;1067.7211;1194.8880,1;1;1;1,0,0
534.0,-1897.3551939322456,-823624.1288614358,4,231.0960;433.6281;375.6582;419.7828,660.2743;1238.9373;1073.3093;1199.3796,1;1;1;1,0,0
535.0,-1905.4905496661565,-825529.6194111019,4,232.2276;435.2960;377.6138;421.3553,663.5073;1243.7028;1078.8967;1203.8722,1;1;1;1,0,0
536.0,-1913.6264519503213,-827443.2458630522,4,233.3591;436.9643;379.5692;422.9280,666.7402;1248.4695;1084.4833;1208.3658,1;1;1;1,0,0
537.0,-1921.7628941256553,-829365.0087571779,4,234.4905;438.6330;381.5242;424.5012,669.9728;1253.2373;1090.0692;1212.8605,1;1;1;1,0,0
538.0,-1929.8998696470353,-831294.9086268249,4,235.6218;440.3022;383.4790;426.0747,673.2053;1258.0061;1095.6544;1217.3562,1;1;1;1,0,0
539.0,-1938.0373720808218,-833232.9459989057,4,236.7531;441.9716;385.4336;427.6485,676.4375;1262.7761;1101.2388;1221.8528,1;1;1;1,0,0
540.0,-1946.175395102446,-835179.1213940082,4,237.8843;443.6415;387.3879;429.2227,679.6696;1267.5472;1106.8225;1226.3505,1;1;1;1,0,0
541.0,-1954.3139324940619,-837133.4353265022,4,239.0155;445.3118;389.3419;430.7972,682.9014;1272.3193;1112.4055;1230.8492,1;1;1;1,0,0
542.0,-1962.4529781422566,-839095.8883046445,4,240.1466;446.9824;391.2957;432.3721,686.1331;1277.0925;1117.9878;1235.3489,1;1;1;1,0,0
543.0,-1970.5925260358201,-841066.4808306803,4,241.2776;448.6533;393.2493;433.9473,689.3646;1281.8667;1123.5693;1239.8495,1;1;1;1,0,0
544.0,-1978.7325702635756,-843045.2134009439,4,242.4086;450.3247;395.2026;435.5229,692.5959;1286.6419;1129.1502;1244.3510,1;1;1;1,0,0
545.0,-1986.8731050122592,-845032.0865059561,4,243.5395;451.9964;397.1556;437.0987,695.8270;1291.4182;1134.7304;1248.8535,1;1;1;1,0,0
546.0,-1995.0141245644606,-847027.1006305206,4,244.6703;453.6684;399.1084;438.6749,699.0579;1296.1955;1140.3098;1253.3570,1;1;1;1,0,0
547.0,-2003.1556232966093,-849030.2562538172,4,245.8010;455.3408;401.0610;440.2515,702.2887;1300.9739;1145.8886;1257.8613,1;1;1;1,0,0
548.0,-2011.2975956770183,-851041.5538494942,4,246.9317;457.0136;403.0134;441.8283,705.5192;1305.7532;1151.4667;1262.3666,1;1;1;1,0,0
549.0,-2019.4400362639708,-853060.9938857582,4,248.0624;458.6867;404.9655;443.4055,708.7496;1310.5335;1157.0442;1266.8728,1;1;1;1,0,0
550.0,-2027.582939703859,-855088.576825462,4,249.1929;460.3602;406.9173;444.9830,711.9798;1315.3147;1162.6210;1271.3799,1;1;1;1,0,0
551.0,-2035.726300729368,-857124.3031261914,4,250.3235;462.0339;408.8690;446.5607,715.2099;1320.0970;1168.1971;1275.8878,1;1;1;1,0,0
552.0,-2043.870114157705,-859168.173240349,4,251.4539;463.7081;410.8204;448.1388,718.4397;1324.8802;1173.7726;1280.3967,1;1;1;1,0,0
553.0,-2052.0143748888713,-861220.1876152379,4,252.5843;465.3825;412.7716;449.7172,721.6694;1329.6643;1179.3474;1284.9064,1;1;1;1,0,0
554.0,-2060.159077903978,-863280.3466931419,4,253.7146;467.0573;414.7225;451.2959,724.8989;1334.4494;1184.9216;1289.4169,1;1;1;1,0,0
555.0,-2068.3042182636023,-865348.6509114054,4,254.8449;468.7324;416.6733;452.8749,728.1283;1339.2354;1190.4951;1293.9284,1;1;1;1,0,0
556.0,-2076.4497911061862,-867425.1007025116,4,255.9751;470.4078;418.6238;454.4542,731.3575;1344.0224;1196.0680;1298.4406,1;1;1;1,0,0
557.0,-2084.5957916464686,-869509.6964941581,4,257.1053;472.0836;420.5741;456.0338,734.5865;1348.8102;1201.6403;1302.9537,1;1;1;1,0,0
558.0,-2092.7422151739624,-871602.4387093321,4,258.2354;473.7596;422.5242;457.6137,737.8153;1353.5990;1207.2119;1307.4676,1;1;1;1,0,0
559.0,-2100.889057051464,-873703.3277663836,4,259.3654;475.4360;424.4740;459.1938,741.0440;1358.3886;1212.7829;1311.9823,1;1;1;1,0,0
560.0,-1803.2156388437177,-875506.5434052274,4,260.4037;239.4893;426.2172;460.8353,744.0107;684.2550;1217.7635;1316.6722,1;1;1;1,0,0
561.0,-1811.181365587046,-877317.7247708144,4,261.4426;241.2603;427.9616;462.4766,746.9789;689.3150;1222.7474;1321.3617,1;1;1;1,0,0
562.0,-1819.1487769380622,-879136.8735477525,4,262.4820;243.0310;429.7072;464.1178,749.9485;694.3743;1227.7348;1326.0508,1;1;1;1,0,0
563.0,-1827.117851855468,-880963.991399608,4,263.5219;244.8015;431.4539;465.7589,752.9196;699.4328;1232.7254;1330.7396,1;1;1;1,0,0
564.0,-1835.0885696654238,-882799.0799692734,4,264.5623;246.5717;433.2018;467.3998,755.8922;704.4906;1237.7194;1335.4280,1;1;1;1,0,0
565.0,-1843.0609100535207,-884642.140879327,4,265.6032;248.3417;434.9508;469.0406,758.8662;709.5477;1242.7166;1340.1161,1;1;1;1,0,0
566.0,-1851.03485305696,-886493.175732384,4,266.6446;250.1114;436.7009;470.6813,761.8416;714.6040;1247.7169;1344.8038,1;1;1;1,0,0
567.0,-1859.0103790569308,-888352.1861114409,4,267.6864;251.8809;438.4522;472.3219,764.8184;719.6597;1252.7205;1349.4911,1;1;1;1,0,0
568.0,-1866.9874687711842,-890219.173580212,4,268.7288;253.6501;440.2045;473.9624,767.7966;724.7147;1257.7272;1354.1782,1;1;1;1,0,0
569.0,-1874.966103246797,-892094.1396834588,4,269.7716;255.4191;441.9579;475.6027,770.7761;729.7690;1262.7370;1358.8648,1;1;1;1,0,0
570.0,-1882.9462638531154,-893977.085947312,4,270.8150;257.1879;443.7124;477.2429,773.7570;734.8226;1267.7498;1363.5512,1;1;1;1,0,0
571.0,-1890.927932274879,-895868.0138795868,4,271.8587;258.9564;445.4680;478.8830,776.7392;739.8755;1272.7656;1368.2372,1;1;1;1,0,0
572.0,-1898.911090505519,-897766.9249700924,4,272.9030;260.7247;447.2246;480.5230,779.7228;744.9278;1277.7845;1372.9229,1;1;1;1,0,0
573.0,-1906.8957208406237,-899673.820690933,4,273.9477;262.4928;448.9822;482.1629,782.7076;749.9795;1282.8062;1377.6083,1;1;1;1,0,0
574.0,-1914.8818058715653,-901588.7024968046,4,274.9928;264.2607;450.7408;483.8027,785.6937;755.0305;1287.8309;1382.2934,1;1;1;1,0,0
575.0,-1922.869328479288,-903511.5718252839,4,276.0384;266.0283;452.5005;485.4423,788.6812;760.0808;1292.8584;1386.9781,1;1;1;1,0,0
576.0,-1639.816875966137,-905151.3887012501,4,277.1140;267.7803;228.1043;486.8590,791.7543;765.0865;651.7266;1391.0256,1;1;1;1,0,0
577.0,-1647.660829091277,-906799.0495303414,4,278.1899;269.5325;229.9590;488.2771,794.8283;770.0927;657.0257;1395.0773,1;1;1;1,0,0
578.0,-1655.5079953403535,-908454.5575256818,4,279.2661;271.2848;231.8142;489.6966,797.9032;775.0994;662.3263;1399.1332,1;1;1;1,0,0
579.0,-1663.358330667028,-910117.9158563488,4,280.3426;273.0373;233.6700;491.1176,800.9789;780.1066;667.6286;1403.1933,1;1;1;1,0,0
580.0,-1671.2117918216886,-911789.1276481705,4,281.4194;274.7900;235.5263;492.5401,804.0555;785.1143;672.9324;1407.2574,1;1;1;1,0,0
581.0,-1679.0683363340156,-913468.1959845044,4,282.4965;276.5428;237.3832;493.9639,807.1329;790.1224;678.2377;1411.3256,1;1;1;1,0,0
582.0,-1686.9279224959844,-915155.1239070004,4,283.5739;278.2958;239.2406;495.3892,810.2112;795.1309;683.5445;1415.3977,1;1;1;1,0,0
583.0,-1694.7905093452932,-916849.9144163457,4,284.6516;280.0490;241.0985;496.8158,813.2902;800.1399;688.8528;1419.4738,1;1;1;1,0,0
584.0,-1702.6560566492042,-918552.5704729948,4,285.7295;281.8022;242.9569;498.2438,816.3701;805.1493;694.1626;1423.5537,1;1;1;1,0,0
585.0,-1710.524524888784,-920263.0949978837,4,286.8078;283.5557;244.8158;499.6731,819.4507;810.1591;699.4738;1427.6375,1;1;1;1,0,0
586.0,-1718.3958752435378,-921981.4908731272,4,287.8863;285.3093;246.6753;501.1038,822.5322;815.1693;704.7864;1431.7251,1;1;1;1,0,0
587.0,-1726.2700695764217,-923707.7609427037,4,288.9650;287.0630;248.5352;502.5358,825.6144;820.1799;710.1005;1435.8165,1;1;1;1,0,0
588.0,-1734.1470704192252,-925441.908013123,4,290.0441;288.8168;250.3956;503.9690,828.6974;825.1909;715.4159;1439.9116,1;1;1;1,0,0
589.0,-1742.0268409583143,-927183.9348540812,4,291.1234;290.5708;252.2564;505.4036,831.7811;830.2022;720.7327;1444.0103,1;1;1;1,0,0
590.0,-1582.451382331038,-928766.3862364123,4,292.2202;292.2705;128.0423;506.5959,834.9148;835.0585;365.8352;1447.4168,1;1;0;1,0,0
591.0,-1590.0471455243264,-930356.4333819366,4,293.3171;293.9712;129.9566;507.7917,838.0490;839.9176;371.3047;1450.8335,1;1;0;1,0,0
592.0,-1602.6491830383206,-931959.0825649749,4,294.4143;295.6728;131.8712;508.9911,841.1836;844.7794;376.7747;1454.2604,1;1;1;1,0,0
593.0,-1610.25740596879,-933569.3399709436,4,295.5116;297.3754;133.7859;510.1941,844.3188;849.6439;382.2453;1457.6973,1;1;1;1,0,0
594.0,-1617.871726898457,-935187.2116978421,4,296.6090;299.0789;135.7008;511.4004,847.4544;854.5111;387.7165;1461.1441,1;1;1;1,0,0
595.0,-1625.4920598719427,-936812.703757714,4,297.7067;300.7833;137.6159;512.6102,850.5904;859.3808;393.1882;1464.6007,1;1;1;1,0,0
596.0,-1633.1183203709927,-938445.822078085,4,298.8044;302.4886;139.5311;513.8234,853.7270;864.2532;398.6604;1468.0669,1;1;1;1,0,0
597.0,-1640.7504252899857,-940086.572503375,4,299.9024;304.1948;141.4466;515.0399,856.8640;869.1280;404.1331;1471.5425,1;1;1;1,0,0
598.0,-1648.3882929117392,-941734.9607962867,4,301.0005;305.9019;143.3622;516.2597,860.0014;874.0054;409.6063;1475.0276,1;1;1;1,0,0
599.0,-1656.0318428836133,-943390.9926391703,4,302.0987;307.6098;145.2780;517.4827,863.1393;878.8851;415.0800;1478.5219,1;1;1;1,0,0
600.0,-1663.6809961939202,-945054.6736353642,4,303.1972;309.3185;147.1940;518.7089,866.2776;883.7673;420.5543;1482.0253,1;1;1;1,0,0
601.0,-1671.335675148643,-946726.0093105128,4,304.2957;311.0281;149.1101;519.9382,869.4163;888.6518;426.0289;1485.5378,1;1;1;1,0,0
602.0,-1678.9958033484706,-948405.0051138613,4,305.3944;312.7385;151.0264;521.1707,872.5555;893.5386;431.5041;1489.0591,1;1;1;1,0,0
603.0,-1686.6613056661467,-950091.6664195275,4,306.4933;314.4497;152.9429;522.4063,875.6951;898.4277;436.9797;1492.5893,1;1;1;1,0,0
604.0,-1694.3321082241403,-951785.9985277517,4,307.5923;316.1617;154.8595;523.6449,878.8352;903.3190;442.4557;1496.1281,1;1;1;1,0,0
605.0,-1702.0081383726379,-953488.0066661243,4,308.6915;317.8744;156.7763;524.8864,881.9756;908.2125;447.9322;1499.6756,1;1;1;1,0,0
606.0,-1709.6893246678583,-955197.6959907922,4,309.7908;319.5879;158.6932;526.1310,885.1165;913.1082;453.4091;1503.2314,1;1;1;1,0,0
607.0,-1717.3755968506919,-956915.0715876429,4,310.8902;321.3021;160.6102;527.3785,888.2577;918.0060;458.8864;1506.7957,1;1;1;1,0,0
608.0,-1725.066885825665,-958640.1384734686,4,311.9898;323.0171;162.5274;528.6288,891.3994;922.9059;464.3641;1510.3681,1;1;1;1,0,0
609.0,-1732.7631236402285,-960372.9015971088,4,313.0895;324.7328;164.4448;529.8821,894.5414;927.8079;469.8422;1513.9488,1;1;1;1,0,0
610.0,-1740.4642434643706,-962113.3658405732,4,314.1894;326.4491;166.3623;531.1381,897.6839;932.7118;475.3207;1517.5374,1;1;1;1,0,0
611.0,-1748.1701795705537,-963861.5360201438,4,315.2894;328.1662;168.2799;532.3969,900.8267;937.6178;480.7996;1521.1340,1;1;1;1,0,0
612.0,-1755.8808673139747,-965617.4168874577,4,316.3895;329.8840;170.1976;533.6585,903.9700;942.5257;486.2789;1524.7385,1;1;1;1,0,0
613.0,-1763.5962431131445,-967381.0131305709,4,317.4897;331.6024;172.1155;534.9228,907.1136;947.4355;491.7585;1528.3507,1;1;1;1,0,0
614.0,-1771.3162444307895,-969152.3293750017,4,318.5901;333.3215;174.0335;536.1897,910.2575;952.3472;497.2385;1531.9706,1;1;1;1,0,0
615.0,-1779.040809755069,-970931.3701847568,4,319.6907;335.0413;175.9516;537.4593,913.4019;957.2608;502.7188;1535.5981,1;1;1;1,0,0
616.0,-1786.7698785811087,-972718.140063338,4,320.7913;336.7617;177.8698;538.7315,916.5466;962.1762;508.1995;1539.2330,1;1;1;1,0,0
617.0,-1794.503391392848,-974512.6434547309,4,321.8921;338.4827;179.7882;540.0064,919.6917;967.0934;513.6805;1542.8753,1;1;1;1,0,0
618.0,-1802.2412896451958,-976314.8847443761,4,322.9930;340.2043;181.7066;541.2837,922.8372;972.0123;519.1618;1546.5249,1;1;1;1,0,0
619.0,-1809.9835157464968,-978124.8682601226,4,324.0940;341.9266;183.6252;542.5636,925.9830;976.9330;524.6435;1550.1817,1;1;1;1,0,0
620.0,-1817.7300130412996,-979942.5982731639,4,325.1952;343.6494;185.5439;543.8460,929.1291;981.8554;530.1255;1553.8456,1;1;1;1,0,0
621.0,-1825.480725793429,-981768.0789989573,4,326.2965;345.3728;187.4627;545.1308,932.2756;986.7795;535.6077;1557.5165,1;1;1;1,0,0
622.0,-1833.2355991693553,-983601.3145981267,4,327.3979;347.0968;189.3816;546.4180,935.4225;991.7052;541.0903;1561.1944,1;1;1;1,0,0
623.0,-1840.9945792218577,-985442.3091773485,4,328.4994;348.8214;191.3006;547.7077,938.5697;996.6326;546.5732;1564.8792,1;1;1;1,0,0
624.0,-1848.757612873983,-987291.0667902225,4,329.6010;350.5465;193.2197;548.9998,941.7172;1001.5616;552.0563;1568.5707,1;1;1;1,0,0
625.0,-1856.5246479032867,-989147.5914381258,4,330.7028;352.2722;195.1389;550.2941,944.8651;1006.4921;557.5398;1572.2690,1;1;1;1,0,0
626.0,-1864.2956329263634,-991011.8870710522,4,331.8046;353.9985;197.0582;551.5909,948.0133;1011.4242;563.0235;1575.9739,1;1;1;1,0,0
627.0,-1872.070517383656,-992883.9575884358,4,332.9066;355.7252;198.9776;552.8899,951.1618;1016.3578;568.5074;1579.6853,1;1;1;1,0,0
628.0,-1524.7591990639553,-994408.7167874998,4,334.0423;357.5766;200.9120;277.8374,954.4065;1021.6475;574.0344;793.8210,1;1;1;1,0,0
629.0,-1532.879291129613,-995941.5960786295,4,335.1779;359.4280;202.8463;279.2317,957.6511;1026.9372;579.5609;797.8048,1;1;1;1,0,0
630.0,-1541.001561917791,-997482.5976405473,4,336.3135;361.2794;204.7805;280.6279,960.8956;1032.2268;585.0871;801.7939,1;1;1;1,0,0
631.0,-1549.1259710676852,-999031.723611615,4,337.4490;363.1308;206.7145;282.0259,964.1401;1037.5164;590.6129;805.7883,1;1;1;1,0,0
632.0,-1557.2524791224173,-1000588.9760907374,4,338.5846;364.9821;208.6484;283.4257,967.3845;1042.8060;596.1383;809.7878,1;1;1;1,0,0
633.0,-1565.3810475051255,-1002154.3571382425,4,339.7201;366.8334;210.5822;284.8274,970.6288;1048.0955;601.6634;813.7925,1;1;1;1,0,0
634.0,-1573.5116384957776,-1003727.8687767382,4,340.8555;368.6847;212.5158;286.2308,973.8730;1053.3848;607.1881;817.8022,1;1;1;1,0,0
635.0,-1581.6442152086743,-1005309.5129919469,4,341.9910;370.5359;214.4493;287.6359,977.1171;1058.6741;612.7124;821.8169,1;1;1;1,0,0
636.0,-1589.778741570628,-1006899.2917335175,4,343.1264;372.3871;216.3827;289.0428,980.3612;1063.9632;618.2364;825.8364,1;1;1;1,0,0
